21.53,0.15
21.53,0.1
624.46,0.29
473.73,0.19
387.6,0.22
387.6,0.16
473.73,0.19
387.6,0.28
624.46,0.07
387.6,0.07
473.73,0.22
559.86,0.19
473.73,0.3
473.73,0.17
559.86,0.26
473.73,0.45
559.86,0.24
473.73,0.2
559.86,0.2
473.73,0.19
473.73,0.17
559.86,0.24
473.73,0.21
473.73,0.12
559.86,0.22
473.73,0.46
409.13,0.31
409.13,0.07
344.53,0.07
409.13,0.2
344.53,0.23
409.13,0.08
409.13,0.08
409.13,0.08
387.6,0.12
473.73,0.21
387.6,0.24
473.73,0.15
473.73,0.23
387.6,0.24
624.46,0.21
473.73,0.07
559.86,0.24
473.73,0.45
559.86,0.22
473.73,0.22
473.73,0.09
559.86,0.23
473.73,0.12
559.86,0.19
473.73,0.28
344.53,0.09
473.73,0.08
559.86,0.23
473.73,0.17
344.53,0.09
473.73,0.07
559.86,0.21
473.73,0.45
409.13,0.26
409.13,0.59
344.53,0.21
409.13,0.15
409.13,0.07
387.6,0.16
387.6,0.07
473.73,0.26
473.73,0.16
301.46,0.12
387.6,0.13
301.46,0.13
473.73,0.42
387.6,0.45
559.86,0.19
559.86,0.07
344.53,0.1
473.73,0.65
473.73,0.45
473.73,0.21
473.73,0.21
559.86,0.35
473.73,0.44
473.73,0.16
473.73,0.07
344.53,0.14
473.73,0.38
344.53,0.1
473.73,0.07
258.4,0.67
258.4,0.21
258.4,0.1
258.4,0.13
387.6,0.15
387.6,0.23
387.6,0.26
387.6,0.45
559.86,0.35
344.53,0.08
473.73,0.65
473.73,0.49
473.73,0.26
473.73,0.14
473.73,0.14
473.73,0.45
473.73,0.16
473.73,0.17
473.73,0.17
473.73,0.07
473.73,0.22
344.53,0.22
258.4,0.67
258.4,0.22
236.87,0.07
387.6,0.08
473.73,0.08
387.6,0.64
387.6,0.13
387.6,0.15
387.6,0.33
559.86,0.14
559.86,0.08
344.53,0.12
344.53,0.08
473.73,0.46
344.53,0.17
473.73,0.44
473.73,0.21
473.73,0.39
344.53,0.12
473.73,0.07
473.73,0.22
473.73,0.15
473.73,0.38
344.53,0.07
473.73,0.21
516.8,0.09
344.53,0.12
258.4,0.95
193.8,0.07
236.87,0.13
473.73,0.19
387.6,1.14
559.86,0.19
344.53,0.07
473.73,0.46
344.53,0.24
473.73,0.44
473.73,0.64
344.53,0.09
473.73,0.16
344.53,0.23
473.73,0.21
473.73,0.68
473.73,0.1
258.4,0.98
258.4,0.09
387.6,0.13
258.4,0.09
473.73,0.1
387.6,0.43
387.6,0.07
473.73,0.16
387.6,0.26
387.6,0.17
473.73,0.09
559.86,0.19
473.73,0.22
559.86,0.2
473.73,0.28
473.73,0.28
344.53,0.13
473.73,0.07
344.53,0.07
559.86,0.08
473.73,0.22
473.73,0.22
559.86,0.19
473.73,0.21
344.53,0.1
473.73,0.07
559.86,0.21
473.73,0.46
409.13,0.23
344.53,0.17
409.13,0.17
409.13,0.21
409.13,0.19
344.53,0.12
409.13,0.22
387.6,0.33
387.6,0.21
387.6,0.22
473.73,0.17
387.6,0.21
473.73,0.15
387.6,0.27
559.86,0.23
473.73,0.09
387.6,0.1
559.86,0.2
473.73,0.68
473.73,0.16
559.86,0.1
473.73,0.23
473.73,0.15
559.86,0.21
473.73,0.34
473.73,0.07
559.86,0.22
473.73,0.43
409.13,0.2
344.53,0.07
344.53,0.09
344.53,0.14
409.13,0.24
344.53,0.44
409.13,0.22
387.6,0.23
387.6,0.12
387.6,0.14
473.73,0.17
387.6,0.43
559.86,0.23
473.73,0.09
344.53,0.12
344.53,0.07
473.73,0.43
279.93,0.21
473.73,0.07
473.73,0.07
279.93,0.24
279.93,0.1
236.87,0.09
172.27,0.23
279.93,0.2
172.27,0.07
473.73,0.93
344.53,0.13
258.4,0.21
258.4,0.45
258.4,0.37
236.87,0.19
236.87,0.2
301.46,0.2
387.6,0.12
301.46,0.16
387.6,0.45
559.86,0.21
387.6,0.14
473.73,0.26
473.73,0.07
279.93,0.21
236.87,0.07
236.87,0.14
172.27,0.19
279.93,0.15
279.93,0.12
172.27,0.23
279.93,0.27
473.73,0.21
473.73,0.39
473.73,0.2
344.53,0.2
258.4,0.39
409.13,0.12
258.4,0.12
409.13,0.2
258.4,0.09
387.6,0.22
387.6,0.08
387.6,0.1
301.46,0.12
473.73,0.09
473.73,0.09
387.6,0.34
301.46,0.09
559.86,0.07
559.86,0.12
344.53,0.16
473.73,0.2
344.53,0.22
279.93,0.23
236.87,0.09
236.87,0.08
279.93,0.27
279.93,0.09
172.27,0.09
279.93,0.31
236.87,0.08
473.73,0.42
344.53,0.1
473.73,0.07
473.73,0.2
344.53,0.15
258.4,0.21
258.4,0.17
258.4,0.17
258.4,0.39
387.6,0.23
387.6,0.12
301.46,0.12
387.6,0.13
301.46,0.07
301.46,0.08
387.6,0.24
473.73,0.08
387.6,0.12
559.86,0.19
387.6,0.17
473.73,1.11
473.73,0.19
473.73,0.1
473.73,0.23
473.73,0.38
344.53,0.22
473.73,0.46
344.53,0.16
473.73,0.31
344.53,0.1
258.4,0.94
258.4,0.09
387.6,0.22
473.73,0.17
387.6,0.2
387.6,0.23
473.73,0.09
387.6,0.19
473.73,0.19
387.6,0.23
559.86,0.22
473.73,0.29
473.73,0.09
559.86,0.19
473.73,0.66
473.73,0.14
559.86,0.21
473.73,0.2
344.53,0.16
559.86,0.07
559.86,0.12
473.73,0.23
473.73,0.13
559.86,0.07
473.73,0.43
409.13,0.22
344.53,0.1
344.53,0.12
409.13,0.24
344.53,0.15
344.53,0.21
409.13,0.21
387.6,0.24
473.73,0.1
387.6,0.2
387.6,0.22
473.73,0.17
387.6,0.15
473.73,0.21
387.6,0.23
559.86,0.08
559.86,0.13
473.73,0.1
344.53,0.07
559.86,0.12
473.73,0.6
344.53,0.34
559.86,0.08
473.73,0.2
344.53,0.23
344.53,0.1
344.53,0.07
473.73,0.19
344.53,0.12
344.53,0.09
559.86,0.17
473.73,0.24
344.53,0.21
409.13,0.24
409.13,0.13
344.53,0.21
409.13,0.22
344.53,0.14
409.13,0.26
387.6,0.22
236.87,0.21
236.87,0.1
387.6,0.07
387.6,0.07
236.87,0.12
193.8,0.09
387.6,0.09
301.46,0.07
236.87,0.13
236.87,0.07
344.53,0.1
279.93,0.24
279.93,0.12
279.93,0.1
258.4,0.2
279.93,0.16
172.27,0.13
215.33,0.07
215.33,0.09
172.27,0.34
258.4,0.48
258.4,0.28
258.4,0.1
172.27,0.13
258.4,0.44
301.46,0.07
236.87,0.12
387.6,0.08
236.87,0.09
387.6,0.26
387.6,0.17
301.46,0.1
279.93,0.19
172.27,0.26
172.27,0.13
172.27,0.44
258.4,0.1
279.93,0.1
279.93,0.13
172.27,0.08
215.33,0.07
215.33,0.1
172.27,0.17
258.4,0.23
172.27,0.38
258.4,0.26
172.27,0.17
344.53,0.08
258.4,0.3
172.27,0.19
409.13,0.14
409.13,0.09
387.6,0.12
409.13,0.08
279.93,0.16
279.93,0.1
279.93,0.2
279.93,0.2
172.27,0.07
409.13,0.08
279.93,0.08
172.27,0.1
279.93,0.94
409.13,0.14
258.4,0.21
